timestamp,temperature_c,rms,aci,rms_ratio,aci_ratio,aggressive_frac,hungry,mortality_risk,is_critical
2026-05-28 00:00:00,24.0,0.007837375859428184,651.3143479117626,1.2202,1.6169,0.21990949974492743,False,False,False
2026-05-28 00:30:00,24.03569004738088,0.009655107256207841,557.7501949326158,1.4995,1.3812,0.21990949974492743,False,False,False
2026-05-28 01:00:00,24.142123299782494,0.006726146025953164,440.1055595657096,1.0369,1.0818,0.21990949974492743,False,False,False
2026-05-28 01:30:00,24.317400453294283,0.006228124843070217,628.8470546725551,0.9485,1.5271,0.21990949974492743,False,False,False
2026-05-28 02:00:00,24.55839368295944,0.008989559078853977,586.8286431378613,1.3464,1.4015,0.21990949974492743,False,False,False
2026-05-28 02:30:00,24.860802458885356,0.006037433571836969,656.4158541671532,0.8855,1.5351,0.21990949974492743,False,False,False
2026-05-28 03:00:00,25.219230289301432,0.010165911008155325,455.0799856018323,1.4544,1.0382,0.21990949974492743,False,False,False
2026-05-28 03:30:00,25.62728102108258,0.006857376879792441,447.3901783407295,0.9537,0.9922,0.21990949974492743,False,False,False
2026-05-28 04:00:00,26.077672979253265,0.007479895681796756,538.1096080842475,1.0083,1.1567,0.21990949974492743,False,False,False
2026-05-28 04:30:00,26.562368908649947,0.00812929241474898,476.04620267536643,1.0597,0.9895,0.21990949974492743,False,False,False
2026-05-28 05:00:00,27.072719398929888,0.00904416357815499,435.7202599923592,1.138,0.8742,0.21990949974492743,False,False,False
2026-05-28 05:30:00,27.599617233503604,0.0074183767504051494,496.01385349276285,0.8999,0.9594,0.21990949974492743,False,False,False
2026-05-28 06:00:00,28.133659908030697,0.008251973176723016,607.3200320679794,0.9647,1.1321,0.21990949974492743,False,False,False
2026-05-28 06:30:00,28.66531741833252,0.006948142033912719,535.3132294390513,0.7829,0.9617,0.21990949974492743,False,False,False
2026-05-28 07:00:00,29.185102323542537,0.008945315411070978,410.9925581713763,0.9722,0.7122,0.21990949974492743,False,False,False
2026-05-28 07:30:00,29.68373904971334,0.009022256231831591,443.96702114337256,0.9473,0.7433,0.21990949974492743,False,False,False
2026-05-28 08:00:00,30.15232941265349,0.006263558559790148,650.8283248826459,0.6366,1.0547,0.21990949974492743,False,False,False
2026-05-28 08:30:00,30.58251140623521,0.01084320839456223,613.4914663766748,1.0697,0.965,0.21990949974492743,False,False,False
2026-05-28 09:00:00,30.96660842259183,0.007481784974399675,424.60549905355737,0.7187,0.6504,0.21990949974492743,False,False,False
2026-05-28 09:30:00,31.29776624136704,0.009412232485535405,515.6248335451736,0.8836,0.7719,0.21990949974492743,False,False,False
2026-05-28 10:00:00,31.570075343439523,0.007514357580626129,531.0174888037453,0.6923,0.78,0.563048777013382,True,False,True
2026-05-28 10:30:00,31.778676366431675,0.007291498533765414,575.0434444538533,0.6621,0.8326,0.563048777013382,True,False,True
2026-05-28 11:00:00,31.919846820146347,0.00786203852619052,548.807313266901,0.7069,0.7869,0.563048777013382,True,False,True
2026-05-28 11:30:00,31.991067514492613,0.00799662166132314,533.6635643141711,0.7155,0.7614,0.563048777013382,True,False,True
2026-05-28 12:00:00,31.991067514492613,0.008594133007586923,498.02833676391,0.769,0.7105,0.563048777013382,True,False,True
2026-05-28 12:30:00,31.919846820146347,0.009669337594355912,560.7784940103418,0.8694,0.804,0.563048777013382,True,False,True
2026-05-28 13:00:00,31.778676366431675,0.009592841424939403,573.5027454893564,0.871,0.8303,0.563048777013382,True,False,True
2026-05-28 13:30:00,31.570075343439527,0.008724288454160092,576.3779927521265,0.8037,0.8467,0.563048777013382,True,False,True
2026-05-28 14:00:00,31.297766241367043,0.006382760743798612,450.7330655461916,0.5992,0.6747,0.21990949974492743,False,False,False
2026-05-28 14:30:00,30.966608422591833,0.006162747608498156,485.10910920751917,0.592,0.743,0.21990949974492743,False,False,False
2026-05-28 15:00:00,30.582511406235213,0.007909266485994356,470.7627635487324,0.7803,0.7405,0.21990949974492743,False,False,False
2026-05-28 15:30:00,30.152329412653494,0.010147069597897575,493.46024505810095,1.0313,0.7997,0.21990949974492743,False,False,False
2026-05-28 16:00:00,29.683739049713342,0.007361370726026938,542.8773414772697,0.7729,0.9088,0.21990949974492743,False,False,False
2026-05-28 16:30:00,29.185102323542537,0.006649387599692361,611.8436250861146,0.7227,1.0603,0.21990949974492743,False,False,False
2026-05-28 17:00:00,28.66531741833252,0.006311863324147685,660.9277708159435,0.7112,1.1874,0.21990949974492743,False,False,False
2026-05-28 17:30:00,28.1336599080307,0.009859791576715626,451.4593535085254,1.1526,0.8415,0.21990949974492743,False,False,False
2026-05-28 18:00:00,27.599617233503608,0.005960838067363096,615.3688524380161,0.7231,1.1903,0.21990949974492743,False,False,False
2026-05-28 18:30:00,27.07271939892989,0.0095272821207872,592.3923267375864,1.1987,1.1885,0.21990949974492743,False,False,False
2026-05-28 19:00:00,26.56236890864995,0.002578664892741577,140.75394699328166,0.3361,0.2926,0.17104072202383244,False,True,True
2026-05-28 19:30:00,26.07767297925327,0.0018789307667971108,145.20013426463635,0.2533,0.3121,0.17104072202383244,False,True,True
2026-05-28 20:00:00,25.62728102108258,0.002734328702145724,199.1429102491129,0.3803,0.4416,0.17104072202383244,False,True,True
2026-05-28 20:30:00,25.219230289301432,0.0018322014856815253,139.6391897860805,0.2621,0.3186,0.17104072202383244,False,True,True
2026-05-28 21:00:00,24.860802458885356,0.0017984429071320326,167.45150514590125,0.2638,0.3916,0.17104072202383244,False,True,True
2026-05-28 21:30:00,24.558393682959444,0.009642964953189273,568.0881883858267,1.4443,1.3567,0.21990949974492743,False,False,False
2026-05-28 22:00:00,24.317400453294287,0.01044442903539963,524.1459090372017,1.5907,1.2729,0.21990949974492743,False,False,False
2026-05-28 22:30:00,24.142123299782494,0.006540919959688614,588.2032359255093,1.0084,1.4459,0.21990949974492743,False,False,False
2026-05-28 23:00:00,24.035690047380882,0.009801516373767187,547.8155533221111,1.5222,1.3566,0.21990949974492743,False,False,False
2026-05-28 23:30:00,24.0,0.009853294753601347,529.8812984112111,1.534,1.3154,0.21990949974492743,False,False,False
